,bacc,animal,genotype,condition,classifier,cell,trial,equal_bacc_sample,cell_trial,cond
0,0.9294149236292224,1,WT,Veh,SVM,25,,False,c25,WT-Veh
0,0.6489346863218963,2,WT,Veh,SVM,25,,False,c25,WT-Veh
0,0.9492991139835909,3,WT,Veh,SVM,25,,False,c25,WT-Veh
0,0.873060370910903,4,WT,Veh,SVM,25,,False,c25,WT-Veh
0,0.773574579136955,5,WT,Veh,SVM,25,,False,c25,WT-Veh
0,0.952116577274954,6,WT,Veh,SVM,25,,False,c25,WT-Veh
0,0.8320906498865313,7,WT,Veh,SVM,25,,False,c25,WT-Veh
0,0.7967132164145069,8,WT,Veh,SVM,25,,False,c25,WT-Veh
0,0.9278638865049442,9,WT,Veh,SVM,25,,False,c25,WT-Veh
0,0.8061936783951456,10,WT,GluA2,SVM,25,,False,c25,WT-GluA2
0,0.5041127877920376,11,WT,GluA2,SVM,25,,False,c25,WT-GluA2
0,0.9470025969363325,12,WT,GluA2,SVM,25,,False,c25,WT-GluA2
0,0.9551387476034245,13,WT,GluA2,SVM,25,,False,c25,WT-GluA2
0,0.8110161421347419,14,WT,GluA2,SVM,25,,False,c25,WT-GluA2
0,0.7916309202255851,15,WT,GluA2,SVM,25,,False,c25,WT-GluA2
0,0.7369036603360368,16,WT,GluA2,SVM,25,,False,c25,WT-GluA2
0,0.516107111617002,17,Tg,Veh,SVM,25,,False,c25,Tg-Veh
0,0.8503052917232021,18,Tg,Veh,SVM,25,,False,c25,Tg-Veh
0,0.7926813117174845,19,Tg,Veh,SVM,25,,False,c25,Tg-Veh
0,0.5630093927078094,20,Tg,Veh,SVM,25,,False,c25,Tg-Veh
0,0.7076021268984898,21,Tg,Veh,SVM,25,,False,c25,Tg-Veh
0,0.5,22,Tg,Veh,SVM,25,,False,c25,Tg-Veh
0,0.5706703920150937,23,Tg,GluA2,SVM,25,,False,c25,Tg-GluA2
0,0.7329833091012582,24,Tg,GluA2,SVM,25,,False,c25,Tg-GluA2
0,0.8407101070825089,25,Tg,GluA2,SVM,25,,False,c25,Tg-GluA2
0,0.6912376804175983,26,Tg,GluA2,SVM,25,,False,c25,Tg-GluA2
0,0.8420977290400817,27,Tg,GluA2,SVM,25,,False,c25,Tg-GluA2
0,0.8914404767128948,28,Tg,GluA2,SVM,25,,False,c25,Tg-GluA2
0,0.8943307757885763,29,Tg,GluA2,SVM,25,,False,c25,Tg-GluA2
0,0.5044851380224734,0,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.5705718222135109,1,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.5,2,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.620869594226931,3,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.6495068364203025,4,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.5903864343649685,5,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.4983768051046681,6,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.6238172604518443,7,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.5477691865814263,8,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.5731365758509751,9,WT,Veh,LDA,10,,False,c10,WT-Veh
0,0.6154758670211734,10,WT,GluA2,LDA,10,,False,c10,WT-GluA2
0,0.49942987457240595,11,WT,GluA2,LDA,10,,False,c10,WT-GluA2
0,0.5182740409724028,12,WT,GluA2,LDA,10,,False,c10,WT-GluA2
0,0.5051029007519221,13,WT,GluA2,LDA,10,,False,c10,WT-GluA2
0,0.6807034441477473,14,WT,GluA2,LDA,10,,False,c10,WT-GluA2
0,0.655946067234291,15,WT,GluA2,LDA,10,,False,c10,WT-GluA2
0,0.5514691778767301,16,WT,GluA2,LDA,10,,False,c10,WT-GluA2
0,0.4997853340202645,17,Tg,Veh,LDA,10,,False,c10,Tg-Veh
0,0.49990671641791046,18,Tg,Veh,LDA,10,,False,c10,Tg-Veh
0,0.5,19,Tg,Veh,LDA,10,,False,c10,Tg-Veh
0,0.49996300406955235,20,Tg,Veh,LDA,10,,False,c10,Tg-Veh
0,0.5865586579757559,21,Tg,Veh,LDA,10,,False,c10,Tg-Veh
0,0.5,22,Tg,Veh,LDA,10,,False,c10,Tg-Veh
0,0.49851257261163506,23,Tg,GluA2,LDA,10,,False,c10,Tg-GluA2
0,0.4998236953455571,24,Tg,GluA2,LDA,10,,False,c10,Tg-GluA2
0,0.4804498133150431,25,Tg,GluA2,LDA,10,,False,c10,Tg-GluA2
0,0.6857867873233248,26,Tg,GluA2,LDA,10,,False,c10,Tg-GluA2
0,0.5299199877960266,27,Tg,GluA2,LDA,10,,False,c10,Tg-GluA2
0,0.5978790849726017,28,Tg,GluA2,LDA,10,,False,c10,Tg-GluA2
0,0.498399166429857,29,Tg,GluA2,LDA,10,,False,c10,Tg-GluA2
0,0.6982579507044989,0,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.6333167648438474,1,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.6032823967490338,2,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.6961303918423248,3,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.6445461305109617,4,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.6026582984145654,5,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.6790308068639468,6,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.6092999185970268,7,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.5783414922958037,8,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.6674349108792934,9,WT,Veh,NB,10,,False,c10,WT-Veh
0,0.6644555281696974,10,WT,GluA2,NB,10,,False,c10,WT-GluA2
0,0.6219892525291735,11,WT,GluA2,NB,10,,False,c10,WT-GluA2
0,0.618860245227319,12,WT,GluA2,NB,10,,False,c10,WT-GluA2
0,0.7294220209183309,13,WT,GluA2,NB,10,,False,c10,WT-GluA2
0,0.648491159334103,14,WT,GluA2,NB,10,,False,c10,WT-GluA2
0,0.6790201485061602,15,WT,GluA2,NB,10,,False,c10,WT-GluA2
0,0.6081916820567167,16,WT,GluA2,NB,10,,False,c10,WT-GluA2
0,0.5856303277541166,17,Tg,Veh,NB,10,,False,c10,Tg-Veh
0,0.7056709822101613,18,Tg,Veh,NB,10,,False,c10,Tg-Veh
0,0.5101526143435893,19,Tg,Veh,NB,10,,False,c10,Tg-Veh
0,0.514096970402115,20,Tg,Veh,NB,10,,False,c10,Tg-Veh
0,0.5598846253613966,21,Tg,Veh,NB,10,,False,c10,Tg-Veh
0,0.5593868431366298,22,Tg,Veh,NB,10,,False,c10,Tg-Veh
0,0.683657663336861,23,Tg,GluA2,NB,10,,False,c10,Tg-GluA2
0,0.585771157404119,24,Tg,GluA2,NB,10,,False,c10,Tg-GluA2
0,0.6821449903169302,25,Tg,GluA2,NB,10,,False,c10,Tg-GluA2
0,0.6882657215013834,26,Tg,GluA2,NB,10,,False,c10,Tg-GluA2
0,0.7113794849892288,27,Tg,GluA2,NB,10,,False,c10,Tg-GluA2
0,0.6390759293130469,28,Tg,GluA2,NB,10,,False,c10,Tg-GluA2
0,0.5412451454011556,29,Tg,GluA2,NB,10,,False,c10,Tg-GluA2
0,0.705494709018329,0,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.6398012637596326,1,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.5545747795668424,2,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.7099500350002762,3,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.6756305050289316,4,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.6089267686049646,5,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.7405302535125721,6,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.627866133110717,7,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.5960057644043038,8,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.6834401824843337,9,WT,Veh,QDA,10,,False,c10,WT-Veh
0,0.6768304319418299,10,WT,GluA2,QDA,10,,False,c10,WT-GluA2
0,0.6422628217569568,11,WT,GluA2,QDA,10,,False,c10,WT-GluA2
0,0.6394969556519936,12,WT,GluA2,QDA,10,,False,c10,WT-GluA2
0,0.7517541072905833,13,WT,GluA2,QDA,10,,False,c10,WT-GluA2
0,0.6704015516350081,14,WT,GluA2,QDA,10,,False,c10,WT-GluA2
0,0.7035604675812874,15,WT,GluA2,QDA,10,,False,c10,WT-GluA2
0,0.6211499261284318,16,WT,GluA2,QDA,10,,False,c10,WT-GluA2
0,0.5,17,Tg,Veh,QDA,10,,False,c10,Tg-Veh
0,0.7209807967737072,18,Tg,Veh,QDA,10,,False,c10,Tg-Veh
0,0.5266463993094728,19,Tg,Veh,QDA,10,,False,c10,Tg-Veh
0,0.5230999471866933,20,Tg,Veh,QDA,10,,False,c10,Tg-Veh
0,0.5677121169839545,21,Tg,Veh,QDA,10,,False,c10,Tg-Veh
0,0.5,22,Tg,Veh,QDA,10,,False,c10,Tg-Veh
0,0.6972870318522963,23,Tg,GluA2,QDA,10,,False,c10,Tg-GluA2
0,0.5861446043648659,24,Tg,GluA2,QDA,10,,False,c10,Tg-GluA2
0,0.6970956638497451,25,Tg,GluA2,QDA,10,,False,c10,Tg-GluA2
0,0.7005469789961482,26,Tg,GluA2,QDA,10,,False,c10,Tg-GluA2
0,0.7166093139209209,27,Tg,GluA2,QDA,10,,False,c10,Tg-GluA2
0,0.6586635935190656,28,Tg,GluA2,QDA,10,,False,c10,Tg-GluA2
0,0.5573766221464431,29,Tg,GluA2,QDA,10,,False,c10,Tg-GluA2
0,0.7775714329647591,0,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.7704226487191612,1,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.5389201074017079,2,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.9275293464923104,3,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.808872277396109,4,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.676023119900022,5,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.8987842715322377,6,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.7293854507639339,7,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.6877865302946853,8,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.8449979471232584,9,WT,Veh,NN,10,,False,c10,WT-Veh
0,0.7428505120292921,10,WT,GluA2,NN,10,,False,c10,WT-GluA2
0,0.5,11,WT,GluA2,NN,10,,False,c10,WT-GluA2
0,0.8639144104667273,12,WT,GluA2,NN,10,,False,c10,WT-GluA2
0,0.9318222468423829,13,WT,GluA2,NN,10,,False,c10,WT-GluA2
0,0.7354103942443359,14,WT,GluA2,NN,10,,False,c10,WT-GluA2
0,0.7559749366515796,15,WT,GluA2,NN,10,,False,c10,WT-GluA2
0,0.6627776179931267,16,WT,GluA2,NN,10,,False,c10,WT-GluA2
0,0.5378877469845019,17,Tg,Veh,NN,10,,False,c10,Tg-Veh
0,0.6098649743705714,18,Tg,Veh,NN,10,,False,c10,Tg-Veh
0,0.5733950927429556,19,Tg,Veh,NN,10,,False,c10,Tg-Veh
0,0.5206208396213107,20,Tg,Veh,NN,10,,False,c10,Tg-Veh
0,0.6178038132013816,21,Tg,Veh,NN,10,,False,c10,Tg-Veh
0,0.5,22,Tg,Veh,NN,10,,False,c10,Tg-Veh
0,0.6273411684103936,23,Tg,GluA2,NN,10,,False,c10,Tg-GluA2
0,0.6452366215027172,24,Tg,GluA2,NN,10,,False,c10,Tg-GluA2
0,0.8023262569802895,25,Tg,GluA2,NN,10,,False,c10,Tg-GluA2
0,0.7189541694633708,26,Tg,GluA2,NN,10,,False,c10,Tg-GluA2
0,0.7557293614220646,27,Tg,GluA2,NN,10,,False,c10,Tg-GluA2
0,0.8004772636099038,28,Tg,GluA2,NN,10,,False,c10,Tg-GluA2
0,0.7456261248460737,29,Tg,GluA2,NN,10,,False,c10,Tg-GluA2
0,0.7819966668902578,0,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.780908704261026,1,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.5105295542644064,2,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.895431675917773,3,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.8072362826643252,4,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.6814081452620745,5,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.8672144965053615,6,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.7470167416736448,7,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.6996516133546066,8,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.8378821650464892,9,WT,Veh,SVM,10,,False,c10,WT-Veh
0,0.7422998298626611,10,WT,GluA2,SVM,10,,False,c10,WT-GluA2
0,0.5010638297872341,11,WT,GluA2,SVM,10,,False,c10,WT-GluA2
0,0.845789952549691,12,WT,GluA2,SVM,10,,False,c10,WT-GluA2
0,0.9000929996113368,13,WT,GluA2,SVM,10,,False,c10,WT-GluA2
0,0.7348917314800779,14,WT,GluA2,SVM,10,,False,c10,WT-GluA2
0,0.7676731531318388,15,WT,GluA2,SVM,10,,False,c10,WT-GluA2
0,0.638813481059002,16,WT,GluA2,SVM,10,,False,c10,WT-GluA2
0,0.5165096616572159,17,Tg,Veh,SVM,10,,False,c10,Tg-Veh
0,0.5505333182571989,18,Tg,Veh,SVM,10,,False,c10,Tg-Veh
0,0.557605484325311,19,Tg,Veh,SVM,10,,False,c10,Tg-Veh
0,0.5030832476875642,20,Tg,Veh,SVM,10,,False,c10,Tg-Veh
0,0.632970632253927,21,Tg,Veh,SVM,10,,False,c10,Tg-Veh
0,0.5,22,Tg,Veh,SVM,10,,False,c10,Tg-Veh
0,0.5557942855978069,23,Tg,GluA2,SVM,10,,False,c10,Tg-GluA2
0,0.6229054837935012,24,Tg,GluA2,SVM,10,,False,c10,Tg-GluA2
0,0.8046862674710415,25,Tg,GluA2,SVM,10,,False,c10,Tg-GluA2
0,0.6864227457759707,26,Tg,GluA2,SVM,10,,False,c10,Tg-GluA2
0,0.732884637842449,27,Tg,GluA2,SVM,10,,False,c10,Tg-GluA2
0,0.7989727267992004,28,Tg,GluA2,SVM,10,,False,c10,Tg-GluA2
0,0.6912427773041584,29,Tg,GluA2,SVM,10,,False,c10,Tg-GluA2
0,0.6693344593777345,0,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.6987533385157437,1,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.5494140673568089,2,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.7352705326570464,3,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.7643795014179096,4,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.6718208605944767,5,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.5907333341945578,6,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.722161390449074,7,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.6582485611346165,8,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.6606119462166526,9,WT,Veh,LDA,100,,False,c100,WT-Veh
0,0.6336236342111903,10,WT,GluA2,LDA,100,,False,c100,WT-GluA2
0,0.4991448118586089,11,WT,GluA2,LDA,100,,False,c100,WT-GluA2
0,0.6345025236314786,12,WT,GluA2,LDA,100,,False,c100,WT-GluA2
0,0.5738470585904337,13,WT,GluA2,LDA,100,,False,c100,WT-GluA2
0,0.7759568091978684,14,WT,GluA2,LDA,100,,False,c100,WT-GluA2
0,0.6767731220561409,15,WT,GluA2,LDA,100,,False,c100,WT-GluA2
0,0.692986557867092,16,WT,GluA2,LDA,100,,False,c100,WT-GluA2
0,0.4999570668040529,17,Tg,Veh,LDA,100,,False,c100,Tg-Veh
0,0.5466304839439168,18,Tg,Veh,LDA,100,,False,c100,Tg-Veh
0,0.6103274062780496,19,Tg,Veh,LDA,100,,False,c100,Tg-Veh
0,0.5061624269634554,20,Tg,Veh,LDA,100,,False,c100,Tg-Veh
0,0.7204912497230207,21,Tg,Veh,LDA,100,,False,c100,Tg-Veh
0,0.5,22,Tg,Veh,LDA,100,,False,c100,Tg-Veh
0,0.49861417781570927,23,Tg,GluA2,LDA,100,,False,c100,Tg-GluA2
0,0.5543506963520459,24,Tg,GluA2,LDA,100,,False,c100,Tg-GluA2
0,0.5726811077363889,25,Tg,GluA2,LDA,100,,False,c100,Tg-GluA2
0,0.6838700268966483,26,Tg,GluA2,LDA,100,,False,c100,Tg-GluA2
0,0.6289056775158031,27,Tg,GluA2,LDA,100,,False,c100,Tg-GluA2
0,0.7039920285546389,28,Tg,GluA2,LDA,100,,False,c100,Tg-GluA2
0,0.566117268163304,29,Tg,GluA2,LDA,100,,False,c100,Tg-GluA2
0,0.777628895111284,0,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.7635782038095473,1,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.7793692954408634,2,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.7686216157130057,3,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.7710383962790257,4,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.6533963096375799,5,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.8164609920238128,6,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.6939317312800705,7,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.651413786174162,8,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.8432390022782422,9,WT,Veh,NB,100,,False,c100,WT-Veh
0,0.6910438540312198,10,WT,GluA2,NB,100,,False,c100,WT-GluA2
0,0.6193107244232029,11,WT,GluA2,NB,100,,False,c100,WT-GluA2
0,0.7685958981505139,12,WT,GluA2,NB,100,,False,c100,WT-GluA2
0,0.8202213901005965,13,WT,GluA2,NB,100,,False,c100,WT-GluA2
0,0.740344686855024,14,WT,GluA2,NB,100,,False,c100,WT-GluA2
0,0.6897985806573965,15,WT,GluA2,NB,100,,False,c100,WT-GluA2
0,0.7221636270520094,16,WT,GluA2,NB,100,,False,c100,WT-GluA2
0,0.6462300547701655,17,Tg,Veh,NB,100,,False,c100,Tg-Veh
0,0.8543767902909694,18,Tg,Veh,NB,100,,False,c100,Tg-Veh
0,0.7715301660326246,19,Tg,Veh,NB,100,,False,c100,Tg-Veh
0,0.6994584449770135,20,Tg,Veh,NB,100,,False,c100,Tg-Veh
0,0.6896866144697765,21,Tg,Veh,NB,100,,False,c100,Tg-Veh
0,0.69400113387827,22,Tg,Veh,NB,100,,False,c100,Tg-Veh
0,0.7079125639460102,23,Tg,GluA2,NB,100,,False,c100,Tg-GluA2
0,0.6914684854977191,24,Tg,GluA2,NB,100,,False,c100,Tg-GluA2
0,0.754465313394868,25,Tg,GluA2,NB,100,,False,c100,Tg-GluA2
0,0.6889908847564734,26,Tg,GluA2,NB,100,,False,c100,Tg-GluA2
0,0.7436307613601165,27,Tg,GluA2,NB,100,,False,c100,Tg-GluA2
0,0.7012449796975095,28,Tg,GluA2,NB,100,,False,c100,Tg-GluA2
0,0.6891114900066306,29,Tg,GluA2,NB,100,,False,c100,Tg-GluA2
0,0.8816862034149303,0,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.8449172447718392,1,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.8589344607852492,2,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.8100833811567925,3,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.7847266025146635,4,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.675359847092553,5,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.9070679422722754,6,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.7356082030499824,7,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.6987918580813971,8,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.8707354456217076,9,WT,Veh,QDA,100,,False,c100,WT-Veh
0,0.7078437841649361,10,WT,GluA2,QDA,100,,False,c100,WT-GluA2
0,0.6633341116960625,11,WT,GluA2,QDA,100,,False,c100,WT-GluA2
0,0.8575549031749367,12,WT,GluA2,QDA,100,,False,c100,WT-GluA2
0,0.8892668840502613,13,WT,GluA2,QDA,100,,False,c100,WT-GluA2
0,0.758104844195167,14,WT,GluA2,QDA,100,,False,c100,WT-GluA2
0,0.7176505739615694,15,WT,GluA2,QDA,100,,False,c100,WT-GluA2
0,0.7646790475025323,16,WT,GluA2,QDA,100,,False,c100,WT-GluA2
0,0.7605755296390864,17,Tg,Veh,QDA,100,,False,c100,Tg-Veh
0,0.6261521928414987,18,Tg,Veh,QDA,100,,False,c100,Tg-Veh
0,0.9412398236092265,19,Tg,Veh,QDA,100,,False,c100,Tg-Veh
0,0.8974233668668192,20,Tg,Veh,QDA,100,,False,c100,Tg-Veh
0,0.7683429663435891,21,Tg,Veh,QDA,100,,False,c100,Tg-Veh
0,0.7136145249833434,22,Tg,Veh,QDA,100,,False,c100,Tg-Veh
0,0.661708855814314,23,Tg,Veh,QDA,100,,False,c100,Tg-Veh
0,0.7270636324461678,24,Tg,GluA2,QDA,100,,False,c100,Tg-GluA2
0,0.7089112308782834,25,Tg,GluA2,QDA,100,,False,c100,Tg-GluA2
0,0.774101125718559,26,Tg,GluA2,QDA,100,,False,c100,Tg-GluA2
0,0.7009617121141152,27,Tg,GluA2,QDA,100,,False,c100,Tg-GluA2
0,0.7630160007006844,28,Tg,GluA2,QDA,100,,False,c100,Tg-GluA2
0,0.7497414249746428,29,Tg,GluA2,QDA,100,,False,c100,Tg-GluA2
0,0.82042246850431,30,Tg,GluA2,QDA,100,,False,c100,Tg-GluA2
0,0.9602936949068315,0,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.9655334060900617,1,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.7977186389846456,2,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.9701154877855829,3,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.9344063764401571,4,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.8121250827023451,5,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.9770048455335985,6,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.8911858009834197,7,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.8535848934521564,8,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.9633632399850803,9,WT,Veh,NN,100,,False,c100,WT-Veh
0,0.8077113293354293,10,WT,GluA2,NN,100,,False,c100,WT-GluA2
0,0.503013325165579,11,WT,GluA2,NN,100,,False,c100,WT-GluA2
0,0.9629178677602661,12,WT,GluA2,NN,100,,False,c100,WT-GluA2
0,0.9802232316367497,13,WT,GluA2,NN,100,,False,c100,WT-GluA2
0,0.8601974525511413,14,WT,GluA2,NN,100,,False,c100,WT-GluA2
0,0.8022135567028215,15,WT,GluA2,NN,100,,False,c100,WT-GluA2
0,0.8648860598831667,16,WT,GluA2,NN,100,,False,c100,WT-GluA2
0,0.6106195465488007,17,Tg,Veh,NN,100,,False,c100,Tg-Veh
0,0.9641833446404342,18,Tg,Veh,NN,100,,False,c100,Tg-Veh
0,0.8936194752321545,19,Tg,Veh,NN,100,,False,c100,Tg-Veh
0,0.652645931455248,20,Tg,Veh,NN,100,,False,c100,Tg-Veh
0,0.7996885731766066,21,Tg,Veh,NN,100,,False,c100,Tg-Veh
0,0.5,22,Tg,Veh,NN,100,,False,c100,Tg-Veh
0,0.6912737358919385,23,Tg,GluA2,NN,100,,False,c100,Tg-GluA2
0,0.7793244952697926,24,Tg,GluA2,NN,100,,False,c100,Tg-GluA2
0,0.8958826816510119,25,Tg,GluA2,NN,100,,False,c100,Tg-GluA2
0,0.7224325451054056,26,Tg,GluA2,NN,100,,False,c100,Tg-GluA2
0,0.9094992088298609,27,Tg,GluA2,NN,100,,False,c100,Tg-GluA2
0,0.9241263334173289,28,Tg,GluA2,NN,100,,False,c100,Tg-GluA2
0,0.9456616463010326,29,Tg,GluA2,NN,100,,False,c100,Tg-GluA2
0,0.9735769896230079,0,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.9794475024048731,1,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.8648429715552024,2,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.9735505276235831,3,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.9385175824740841,4,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.8238946678428778,5,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.9851928850930742,6,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.9349538027076665,7,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.8718953464455382,8,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.9840038671513557,9,WT,Veh,SVM,100,,False,c100,WT-Veh
0,0.8095724895038847,10,WT,GluA2,SVM,100,,False,c100,WT-GluA2
0,0.505247883257721,11,WT,GluA2,SVM,100,,False,c100,WT-GluA2
0,0.9720279892232708,12,WT,GluA2,SVM,100,,False,c100,WT-GluA2
0,0.9834073453543892,13,WT,GluA2,SVM,100,,False,c100,WT-GluA2
0,0.879811720441392,14,WT,GluA2,SVM,100,,False,c100,WT-GluA2
0,0.805721871564422,15,WT,GluA2,SVM,100,,False,c100,WT-GluA2
0,0.8954224015303853,16,WT,GluA2,SVM,100,,False,c100,WT-GluA2
0,0.5829832977548995,17,Tg,Veh,SVM,100,,False,c100,Tg-Veh
0,0.9788901138248154,18,Tg,Veh,SVM,100,,False,c100,Tg-Veh
0,0.9478510926203453,19,Tg,Veh,SVM,100,,False,c100,Tg-Veh
0,0.6854721201633904,20,Tg,Veh,SVM,100,,False,c100,Tg-Veh
0,0.8210341669559351,21,Tg,Veh,SVM,100,,False,c100,Tg-Veh
0,0.4999603080098436,22,Tg,Veh,SVM,100,,False,c100,Tg-Veh
0,0.6546114403618998,23,Tg,GluA2,SVM,100,,False,c100,Tg-GluA2
0,0.78005755782237,24,Tg,GluA2,SVM,100,,False,c100,Tg-GluA2
0,0.9098463259511362,25,Tg,GluA2,SVM,100,,False,c100,Tg-GluA2
0,0.6876908800885931,26,Tg,GluA2,SVM,100,,False,c100,Tg-GluA2
0,0.9189936371901009,27,Tg,GluA2,SVM,100,,False,c100,Tg-GluA2
0,0.9435527767166119,28,Tg,GluA2,SVM,100,,False,c100,Tg-GluA2
0,0.9631405702377569,29,Tg,GluA2,SVM,100,,False,c100,Tg-GluA2
